product_id,handle,title,status,vendor,collections,variant_ids,skus
7983281504506,2-pack-satin-nickel-vintage-cone-holder-pvc-cable-with-ceiling-rose-4288,"2Pack Satin Nickel E27 Cone Holder,1m PVC Cable,Ceiling Rose Plate ,Accessories~4288",ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|seasonal-promotion-limited-time|best-offers-products|all_products|bsell-06|under-25|all-products-1|best-deals|glow-mode-on-1|modern-classic-home|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,44273186406650|44273186439418,CRSF100SN2PK+PHCN1PCRSN2PK|CRSF100SN2PK+PHCN1PCRSN2PK+ICST64E272PK
7983285797114,vintage-industrial-3-outlet-balloon-shape-metal-wire-cage-round-ceiling-rose-4288,3 Way Yellow Brass Balloon Wire Cage E27 Pendant Light ~4289,ACTIVE,LEDSone UK Ltd,all-products-1|stylish-lighting-fixtures|shop-lighting|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|for-shopify-performance-tracking,44273204068602|44273204101370,CRSF2003YB+PHHT1PBRGD3PK+WCBNGD3PK|ENC4465
7983290286330,3-head-rectangle-base-industrial-vintage-pendant-light-shade-lamp-lights-4290,Silver Metal Pendant Light With 95cm Cable ~4290,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|under-25|all-products-1|best-deals|glow-mode-on-1|luminous-deals|home-lighting-sale-uk|luminous-deals-glow-up-your-savings|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,44273219076346|44273219109114|44597292400890|44597292466426|44597292368122|44597292433658,CRFF500CH+PHHT1PCRCH3PK+LSOL220CH3PK|ENC4766|CRSF100CH+PHHT1PCRCH+LSOL220CH|CRSF100CH+PHHT1PCRCH+LSOL220CH+ICST64E27|CRSF2003CH+PHHT1PCRCH3PK+LSOL220CH3PK|ENC4765
7983292743930,3-head-round-base-industrial-vintage-chrome-pendant-light-shade-lamp-lights-4291,3 Head Round Chrome Hanging Light Cord E27 Metal Lamp Shade~4291,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|vendor-products-cable-batch-3|all_products|all-products-1|modern-radiant-lighting|top-products|for-shopify-performance-tracking,44273222877434|44273222910202,CRSF2003CH+PHHT1PCRCH3PK+LSOL220CH3PK|ENC4765
7983317025018,industrial-vintage-chrome-pendant-light-shade-hanging-lamp-lights-4292,Chrome Pendant Shade Hanging Light Cord E27 Electroplated Metal Lamp Shade~4292,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|best-deals|luxury-lighting-collection|hot-picks|modern-home-lights|shining-radiance|top-products|for-shopify-performance-tracking,44273305911546|44273305944314,CRSF100CH+PHHT1PCRCH+LSOL220CH|CRSF100CH+PHHT1PCRCH+LSOL220CH+ICST64E27
7983319482618,chrome-retro-vintage-loft-style-ceiling-lamp-shade-easy-fit-e27-base-screw-4293,Chrome Retro Vintage Loft Style Ceiling Lamp Shade Easy Fit E27 Base Screw~4293,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|modern-radiant-lighting|top-products|for-shopify-performance-tracking|industrial-lighting-collection|industrial-lighting,44273318396154|44273318428922,CRSF100CH+PHHT1PCRCH+WCWDCH|CRSF100CH+PHHT1PCRCH+WCWDCH+ICST64E27
7983324102906,modern-industrial-ceiling-pendant-light-with-e27-base-ceiling-lighting-fixture-4294,Vintage Metal Dome Pendant Light E27 Adjustable Blue  ~4294,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|best-products-24-s|all_products|under-25|all-products-1|seasonal-clearance|sales|stylish-lighting-fixtures|top-products|for-shopify-performance-tracking|lighting-accessories,44273328881914|44273328914682,CRSF100BD+PHCH1PWRSBD+LSCP150BD|ENC3723
7983329280250,retro-vintage-3-light-pendant-light-with-e27-base-ceiling-lighting-shade-4295,Industrial E27 3 Way Vintage Retro Ceiling Pendent Light~4295,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|all-products-1|free-uk-shipping|best-deals|modern-home-lights|top-products|for-shopify-performance-tracking|ph-products,55587554951554|55587554984322,CRSF2003WH+PHCH1PWRSBD3PK+LSCP150BD3PK|ENC3713
7983330394362,industrial-vintage-loft-kitchen-bar-3-lights-fittings-ceiling-lights-4296,Bar 3 Ceiling Light 21cm Dome Metal Shade Hanging E27 Pendant Lamp Fixture ~4296,ACTIVE,LEDSone UK Ltd,all-products-1|best-deals|modern-classic-home|for-shopify-performance-tracking|best-sellers|industrial-lighting,44273341169914|44273341202682,CRFF500WH+PHCH1PWRSBD3PK+LSDO210CB3PK|ENC4157
7983334490362,vintage-industrial-round-three-outlet-pendant-retro-ceiling-light-shade-4297,E27 Round 3 Retro Outlet 21cm Dome Pendant Ceiling Shade Light~4297,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|all-products-1|free-uk-shipping|stylish-lighting-fixtures|shop-lighting|top-products|for-shopify-performance-tracking|lighting-accessories,44273370431738|44591282946298|44591282979066|44273370464506|44591283011834|44591283044602,CRSF2003WH+CGMLWH3PK+PHCH1PWRSBD3PK+LSDO210CB3PK|CRSF2003WH+CGMLWH3PK+PHCH1PWRSBL3PK+LSDO210BL3PK|CRSF2003WH+CGMLWH3PK+PHCH1PWRSWH3PK+LSDO210WH3PK|ENC4156|ENC4138|ENC4133
7983345205498,2pack-dome-shaped-cyan-blue-vintage-industrial-l-ceiling-lamp-shade-4298,2Pack E27 Dome Cyan Blue Metal Pendant Light 21cm ~4298,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|best-deals|illuminate-your-space-the-ultimate-light-collection|modern-home-lights|top-products|for-shopify-performance-tracking,44273387700474|44273387733242,CRSF100WH2PK+PHCH1PWRSBD2PK+LSDO210CB2PK|ENC4185
7983349006586,industrial-vintage-3-fittings-ceiling-lights-chandelier-curvy-light-shade-4299,3 Way Adjustable Pendant Light Metal Retro Hanging Light ~4299,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|all-products-1|free-uk-shipping|best-deals|hot-selling-products|hot-picks|modern-home-lights|shining-radiance|top-products|for-shopify-performance-tracking,44273403625722|44593012539642|44593012572410|44273403658490|44593012605178|44593012637946,CRFF500WH+PHCH1PWRSBL3PK+LSCY290BL3PK|CRFF500WH+PHCH1PWRSBU3PK+LSCY290BU3PK|CRFF500WH+PHCH1PWRSWH3PK+LSCY290WH3PK|ENC4089|ENC4078|ENC4092
7983352512762,industrial-vintage-3-fittings-ceiling-lights-chandelier-cone-light-shade-4300,Pendant Lighting For Dining Area ~4300,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|best-deals|glow-mode-on-1|modern-classic-home|luminous-deals-glow-up-your-savings|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,44273414603002|44273414635770,CRFF500WH+PHCH1PWRSBL3PK+LSFT220BL3PK|ENC4101
7983355592954,industrial-vintage-3-ceiling-lights-chandelier-barn-slotted-light-shade-4301,Industrial Vintage 3-Light Ceiling Chandelier with Barn-Style Shades~4301,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|modern-radiant-lighting|top-products|for-shopify-performance-tracking|lighting-products,44273429151994|44273429184762,CRFF500WH+PHCH1PWRSBL3PK+LSSS300BL3PK|ENC4093
7983361261818,industrial-vintage-kitchen-bar-3-lights-fittings-ceiling-lights-chandelier,Industrial Vintage Kitchen Bar 3 Lights Fittings Ceiling Lights Chandelier ~4302,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|best-deals|illuminate-your-space-the-ultimate-light-collection|luxury-lighting-collection|hot-picks|modern-home-lights|shining-radiance|top-products|for-shopify-performance-tracking,44273446158586|44273446191354,CRFF500WH+PHCH1PWRSBL3PK+LSDO210BL3PK|ENC4145
7983365325050,vintage-simple-industrial-round-dome-pendant-retro-ceiling-light-shade-4303,3-Light Pendant Fixture Modern Hanging Ceiling Lamp ~4303,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|pendant-lights|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|save-big-at-our-clearance-event|stylish-lighting-fixtures|shop-lighting|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|top-products|for-shopify-performance-tracking|lighting-accessories,44273458151674|44273458184442,CRSF2003WH+CGMLWH3PK+PHCH1PWRSBL3PK+LSDO210BL3PK|ENC4138
7983369847034,modern-industrial-blue-ceiling-pendant-light-with-ceiling-lighting-shade-4304,Modern Industrial Blue Ceiling Pendant Light with Ceiling Lighting Shade ~4304,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|best-deals|value-light|luxury-lighting-collection|hot-picks|shop-lighting|modern-home-lights|shining-radiance|top-products|for-shopify-performance-tracking,44273468866810|44273468899578,CRSF100WH+PHCH1PWRSBL+LSDO210BL|ENC4153
7983374172410,bar-pendant-light,Dome Bar Pendant Light 2-Pack ~4305,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|seasonal-promotion-limited-time|best-offers-products|all_products|under-25|all-products-1|best-deals|glow-mode-on-1|shop-lighting|luminous-deals-glow-up-your-savings|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,44273479352570|44273479385338,CRSF100WH2PK+PHCH1PWRSBL2PK+LSDO210BL2PK|ENC4186
7983378727162,vintage-industrial-ceiling-hanging-light-cage-shade-ceiling-pendant-lamp-4306,E27 Industrial Vintage Ceiling Hanging Blue Pendent Light Cage~4306,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|under-25|all-products-1|best-deals|modern-home-lights|top-products|for-shopify-performance-tracking|ph-products,44273496785146|44273496817914,CRSF100BL+PHCH1PWRSBL+WCDTBL|CRSF100BL+PHCH1PWRSBL+WCDTBL+ICST64E27
7983390654714,kitchen-island-lighting-fixtures,Modern Kitchen Island Lighting Fixtures ~4307,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|best-deals|hot-selling-products|hot-picks|shop-lighting|modern-home-lights|shining-radiance|top-products|for-shopify-performance-tracking,44273544233210|44273544265978,CRFF500WH+PHCH1PWRSBL3PK+WCDTBL3PK|ENC4333
7983397306618,metal-3-way-cage-pendant-light-hanging-light-e27,Metal 3 Way Cage Pendant Light Hanging Light E27 ~4308,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|seasonal-promotion-limited-time|best-offers-products|all_products|all-products-1|top-products|for-shopify-performance-tracking|2026-mega-lighting-sale|lighting-accessories,44273576116474|44273576149242,CRSF2003WH+PHCH1PWRSBL3PK+WCDTBL3PK|ENC4295
7983442985210,modern-industrial-ceiling-pendant-light-with-base-ceiling-lighting-fixture-4310,Modern Industrial Ceiling Pendant Light with Base Ceiling Lighting fixture ~4310,ACTIVE,LEDSone UK Ltd,all-products-1|shop-lighting|for-shopify-performance-tracking|electrical-lighting,44273642930426|44273642963194,CRSF100BU+PHCH1PWRSBU+LSCP150BU|ENC3724
7983455666426,retro-vintage-3-light-pendant-light-e27-base-modern-ceiling-lighting-shade,Vintage 3 Way Retro Ceiling Up Kitchen Pendent Light~4311,ACTIVE,LEDSone UK Ltd,all-products-1|shop-lighting|for-shopify-performance-tracking|industrial-lighting,44273677959418|44273677992186,CRSF2003WH+PHCH1PWRSBU3PK+LSCP150BU3PK|ENC3714
7983621505274,4312,Industrial Vintage Loft Kitchen Bar 3 Fittings Ceiling Lights Chandelier ~4312,ACTIVE,LEDSone UK Ltd,all-products-1|free-uk-shipping|best-deals|hot-picks|modern-home-lights|shining-radiance|for-shopify-performance-tracking,44274788204794|44274788237562,CRFF500WH+PHCH1PWRSBU3PK+LSCY290BU3PK|ENC4078
7983623569658,4313,Industrial 3 Way Pendant Lights Ceiling Hanging Lights Metal Shade Fitting Lamps ~4313,ACTIVE,LEDSone UK Ltd,all-products-1|modern-shine-lighting|for-shopify-performance-tracking,44274788499706|44274788532474,CRFF500WH+PHCH1PWRSBU3PK+LSFT220BU3PK|ENC4079
7983624192250,modern-bowl-burgundy-hanging-pendant-ceiling-lamp-metal-light-shade-4315,"Modern Bowl Burgundy Hanging Pendant Ceiling Lamp, Metal Light Shade ~4315",ACTIVE,LEDSone UK Ltd,all-products-1|best-deals|stylish-lighting-fixtures|hot-picks|modern-home-lights|shining-radiance|for-shopify-performance-tracking,44274794037498|44274794070266,CRSF100BU+PHCH1PWRSBU+LSMS320BU|ENC4437
7983908094202,industrial-retro-pendant-light-3-way-round-ceiling-base-metal-lamp-shade,Industrial Retro pendant light 3 way Round ceiling base Metal Lamp Shade~4317,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|top-products|for-shopify-performance-tracking|lighting-accessories,44276415529210|44276415561978,CRSF2003WH+PHCH1PWRSWH3PK+WCB7WH3PK|ENC3820
7983908684026,industrial-retro-pendant-light-3-way-round-metal-ceiling-lamp-shade-pendant-4318,Industrial Retro 3 Way Round Metal White Ceiling Pendant Lamp ~4318,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|all-products-1|autumn-lighting-trends|stylish-lighting-fixtures|top-products|for-shopify-performance-tracking|lighting-accessories,44276417200378|44276417233146,CRSF2003WH+PHCH1PWRSWH3PK+WCB4WH3PK|ENC3802
7983909961978,industrial-pendant-lighting-adjustable-e27-metal-cage-hanging-light-fixtures-4318,"Industrial Pendant Lighting, Adjustable E27 Metal Cage Hanging Light Fixtures~4319",ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|under-25|all-products-1|stylish-lighting-fixtures|shop-lighting|top-products|for-shopify-performance-tracking|lighting-accessories,44276422639866|44276422672634|44592610607354|44592610640122|44592640459002|44592640491770,CRFF500WH+PHCH1PWRSWH3PK+WCB6WH3PK|ENC3916|CRSF2003WH+PHCH1PWRSWH3PK+WCB6WH3PK|CRSF2003WH+PHCH1PWRSWH3PK+WCB6WH3PK+ICST64E273PK|CRSF100WH+PHCH1PWRSWH+WCB6WH|CRSF100WH+PHCH1PWRSWH+WCB6WH+ICST64E27
7983910879482,modern-industrial-ceiling-pendant-light-e27-base-ceiling-lighting-fixture-4321,Modern Industrial Ceiling Pendant Light E27 Base Ceiling Lighting fixture ~4321,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|under-25|all-products-1|seasonal-clearance|best-deals|glow-mode-on-1|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting|commercial-lighting-for-restaurants-uk,44276426572026|44591144108282|44591144141050|44276426604794|44591144173818|44591144206586,CRSF100WH+PHCH1PWRSWH+LSCP150WH|CRSF100BU+PHCH1PWRSBU+LSCP150BU|CRSF100BD+PHCH1PWRSBD+LSCP150BD|ENC3731|ENC3724|ENC3723
7983911239930,retro-vintage-3-light-pendant-light-e27-base-modern-ceiling-lighting-shade-4322,"Retro vintage 3 light Pendant Light E27 Base,Modern Ceiling Lighting Shade ~4322",ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|seasonal-promotion-limited-time|best-offers-products|all_products|all-products-1|best-deals|value-light|shop-lighting|modern-home-lights|top-products|for-shopify-performance-tracking|ph-products,44276426932474|44276426965242,CRSF2003WH+PHCH1PWRSWH3PK+LSCP150WH3PK|CRSF2003WH+PHCH1PWRSWH3PK+LSCP150WH3PK+ICST64E273PK
7983914352890,industrial-vintage-loft-kitchen-bar-3-lights-fittings-ceiling-pendant-light-4322,Modern 3 Way White colour Curvy Design Ceiling Pendant Light ~4323,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|free-uk-shipping|modern-shine-lighting|modern-radiant-lighting|top-products|for-shopify-performance-tracking|industrial-lighting-collection|industrial-lighting,44276444561658|44276444594426,CRFF500WH+PHCH1PWRSWH3PK+LSCY290WH3PK|ENC4092
7983914615034,industrial-vintage-3-fittings-ceiling-light-shade-hanging-pendant-light-4324,3 Way Industrial Vintage Hanging Pendent Ceiling Light Fittings~4324,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|all-products-1|stylish-lighting-fixtures|top-products|for-shopify-performance-tracking|lighting-accessories,44597368029434|44597368062202|44276445020410|44276445053178|44597368094970|44597368127738,CRFF500WH+PHCH1PWRSBL3PK+LSFT220BL3PK|ENC4101|CRFF500WH+PHCH1PWRSWH3PK+LSFT220WH3PK|ENC2181|CRFF500WH+PHCH1PWRSBU3PK+LSFT220BU3PK|ENC4079
7983914778874,industrial-vintage-3-lights-fittings-ceiling-chandelier-metal-light-shade-4325,Industrial Vintage 3 Lights Fittings Ceiling Chandelier Metal Light Shade ~4325,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|value-light|shop-lighting|modern-home-lights|top-products|for-shopify-performance-tracking|summer-bank-holiday|ph-products,44276446822650|44276446855418,CRFF500WH+PHCH1PWRSWH3PK+LSSS300WH3PK|ENC4099
7983915172090,industrial-pendant-lighting-adjustable-e27-metal-cage-hanging-light-fixtures-4325,"Industrial Pendant Lighting, Adjustable E27 Metal Cage Hanging Light Fixtures ~4326",ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|modern-shine-lighting|modern-radiant-lighting|shop-lighting|top-products|for-shopify-performance-tracking|lighting-accessories,44276449607930|44276449640698,CRFF500WH+PHCH1PWRSWH3PK+WCB1WH3PK|ENC4126
7983915401466,3-light-pendant-lighting,Premium White 3-Light Pendant Lighting~4327,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|all-products-1|stylish-lighting-fixtures|shop-lighting|top-products|for-shopify-performance-tracking|lighting-accessories,44276455112954|44276455145722|44592644489466|44592644522234,CRFF500WH+PHCH1PWRSWH3PK+WCB2WH3PK|ENC4127|CRSF2003WH+PHCH1PWRSWH3PK+WCB2WH3PK|ENC1569
7983916187898,industrial-pendant-lighting-adjustable,Adjustable 3-Light Metal Cage Pendant Light - E27 Base ~4328,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|vendor-products-cable-batch-3|all_products|slow-moving|all-products-1|shop-lighting|top-products|for-shopify-performance-tracking,44592677585146|44276459864314|44592677617914|44276459897082,CRSF2003WH+PHCH1PWRSWH3PK+WCB3WH3PK|CRFF500WH+PHCH1PWRSWH3PK+WCB3WH3PK|ENC1548|ENC4128
7983916679418,industrial-pendant-lighting-adjustable-e27-metal-cage-hanging-light-fixtures-4329,E27 3 Way Industrial Pendant Light Adjustable Hanging Ceiling~4329,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|all-products-1|modern-shine-lighting|modern-radiant-lighting|top-products|for-shopify-performance-tracking|industrial-lighting-collection|industrial-lighting,44276475035898|44276475068666,CRFF500WH+PHCH1PWRSWH3PK+WCB4WH3PK|ENC4131
7983920742650,industrial-pendant-lighting-adjustable-e27,"Industrial Pendant Lighting, Adjustable E27 Metal Cage Light Fixtures ~4330",ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|all-products-1|best-deals|hot-selling-products|hot-picks|modern-home-lights|shining-radiance|top-products|for-shopify-performance-tracking,44276479230202|44276479262970,CRFF500WH+PHCH1PWRSWH3PK+WCB5WH3PK|ENC4129
7983922086138,industrial-retro-pendant-light-3-way-ceiling-base-lamp-shade-pendant-4331,Industrial Retro pendant light 3 way ceiling base Lamp Shade Pendant ~4331,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|best-deals|glow-mode-on-1|shop-lighting|luminous-deals-glow-up-your-savings|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,44276483129594|44276483162362,CRFF500WH+PHCH1PWRSWH3PK+WCB6WH3PK|ENC3916
7983923003642,industrial-pendant-lighting-adjustable-e27-metal-cage-hanging-light-fixtures,3 Way Industrial E27 Adjustable Hanging Pendant Light Fixture~4332,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|all-products-1|top-products|for-shopify-performance-tracking|lighting-accessories,44276487160058|44276487192826,CRFF500WH+PHCH1PWRSWH3PK+WCB7WH3PK|ENC4130
7983926903034,industrial-vintage-loft-kitchen-bar-3-fittings-ceiling-metal-light-shade-4333,Industrial Vintage Loft Kitchen Bar 3 Fittings Ceiling Metal Light Shade ~4333,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|slow-moving|all-products-1|best-deals|glow-mode-on-1|luminous-deals-glow-up-your-savings|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,44276494565626|44276494598394|44591288254714|44591288320250|44591288287482|44591288353018,CRFF500WH+PHCH1PWRSWH3PK+LSDO210WH3PK|ENC4140|CRFF500WH+PHCH1PWRSBD3PK+LSDO210CB3PK|ENC4157|CRFF500WH+PHCH1PWRSBL3PK+LSDO210BL3PK|ENC4145
7983928410362,vintage-industrial-round-three-outlet-pendant,White Shaded 3 Bulb Pendant Light Cluster Ceiling Fixture ~4334,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|best-deals|illuminate-your-space-the-ultimate-light-collection|luxury-lighting-collection|hot-picks|shop-lighting|modern-home-lights|living-room-lighting|shining-radiance|top-products|for-shopify-performance-tracking,44276499644666|44276499677434,CRSF2003WH+CGMLWH3PK+PHCH1PWRSWH3PK+LSDO210WH3PK|ENC4133
