page_url,target_keyword,impressions,clicks,ctr_pct,avg_position
https://ledsone.co.uk/collections/wire-cage-pendant-light,metal pendant light,2248,5,0.22,14.9
https://ledsone.co.uk/collections/easy-fit-shades,easy fit light shade,2240,1,0.04,25.9
https://ledsone.co.uk/collections/2core-twisted,braided electrical cable,2206,13,0.59,16.9
https://ledsone.co.uk/collections/living-or-dining-room-lighting/pendant-ceiling-lights,pendant lights,2157,0,0,68.5
https://ledsone.co.uk/collections/all,ledsone,2098,6,0.29,3.0
https://ledsone.co.uk/collections/hemp-collection,rope wall lights,2067,17,0.82,10.6
https://ledsone.co.uk/blogs/new/2-core-round-electrical-cables-uses-safety,2 core lighting cable,2035,9,0.44,6.5
https://ledsone.co.uk/collections/pendant-holder,pendant light fitting,2024,11,0.54,13.3
https://ledsone.co.uk/collections/decorative-lighting-cable,lighting cable,1982,5,0.25,26.6
https://ledsone.co.uk/collections/b22-base-bulb,bc light bulb,1942,2,0.1,25.6
https://ledsone.co.uk/collections/warm-white-vintage-bulbs,warm white led bulb,1924,3,0.16,25.4
https://ledsone.co.uk/collections/belt,leather belt,1885,1,0.05,46.1
https://ledsone.co.uk/blogs/new/in-depth-guide-to-the-essential-components-of-the-20mm-conduit-lighting-system,industrial conduit,1819,30,1.65,9.8
https://ledsone.co.uk/blogs/new/wall-lighting-ideas-living-room,wall lighting ideas,1729,23,1.33,10.0
https://ledsone.co.uk/collections/plug-in-wall-light,plug in wall sconce,1710,5,0.29,22.1
https://ledsone.co.uk/collections/cafe-restaurants,bistro light,1707,4,0.23,41.5
https://ledsone.co.uk/collections/wire-connectors-junction-box,cable connectors,1700,4,0.24,16.1
https://ledsone.co.uk/collections/outdoor-wall-lights,outside lights,1673,10,0.6,42.6
https://ledsone.co.uk/collections/led-transformers,led transformer,1645,1,0.06,19.5
https://ledsone.co.uk/collections/bath-set,luxury bathroom accessories,1626,0,0,30.2
https://ledsone.co.uk/collections/all-products,ledsone uk,1599,4,0.25,8.5
https://ledsone.co.uk/collections/kitchen-lighting/pendant-lights,kitchen island lighting,1597,3,0.19,40.5
https://ledsone.co.uk/blogs/new/types-of-lamp-fixtures,what is a light fitting,1536,5,0.33,12.4
https://ledsone.co.uk/blogs/new/wire-connectors-junction-boxes-guide-2026-safe-electrical-connections,junction box wiring,1530,23,1.5,6.7
https://ledsone.co.uk/blogs/new/affordable-home-lighting-2025,living room lighting,1481,0,0,42.0
https://ledsone.co.uk/collections/living-or-dining-room-lighting/indoor-led-lights,indoor led lights,1449,0,0,42.4
https://ledsone.co.uk/collections/pendant-lights/bedroom-lighting,bedroom pendant lights,1421,0,0,44.5
https://ledsone.co.uk/collections/latest-pendent-shade,kitchen light shades,1420,3,0.21,23.1
https://ledsone.co.uk/collections/rose-gold-lighting,rose gold lamp,1411,5,0.35,22.6
https://ledsone.co.uk/collections/led-modules,led module,1385,4,0.29,22.4
https://ledsone.co.uk/collections/dc-5v-transformer,5v led transformer,1374,4,0.29,11.8
https://ledsone.co.uk/collections/non-dimmable-led-bulbs,non-dimmable wall light,1356,0,0,18.2
https://ledsone.co.uk/blogs/new/best-switches-and-sockets-in-the-uk-2026-buying-guide,best electrical socket brand uk,1349,24,1.78,8.3
https://ledsone.co.uk/blogs/new/ip-rating-explained,ip20 rating,1282,0,0,58.1
https://ledsone.co.uk/collections/wire-connecter-with-ceiling-rose-brackets,ceiling light connector,1260,7,0.56,9.3
https://ledsone.co.uk/collections/black-friday-50-off,black friday lighting sale,1253,0,0,19.0
https://ledsone.co.uk/collections/all-ceiling-rose,ceiling rose,1252,9,0.72,19.8
https://ledsone.co.uk/collections/easy-fit-metal-shade,metal lampshade,1244,1,0.08,20.0
https://ledsone.co.uk/collections/power-adapters,12v transformer plug for led lights,1210,4,0.33,12.9
https://ledsone.co.uk/collections/door-mat,non slip door mat,1171,0,0,40.3
https://ledsone.co.uk/collections/ceiling-lights-for-panel-lights,ceiling light panels,1145,0,0,54.9
https://ledsone.co.uk/collections/chandelier-type-ceiling-lights,crystal ceiling lights,1129,0,0,38.3
https://ledsone.co.uk/collections/lighting-shades,light shades,1102,0,0,26.3
https://ledsone.co.uk/collections/vintage-fabric-cables,led cable,1051,2,0.19,26.9
https://ledsone.co.uk/collections/easy-fit-lamp-shades-cages,lampshade for hanging lamp,1030,10,0.97,10.4
https://ledsone.co.uk/collections/cord-grip-and-hanging-chains,chandelier chain,1011,4,0.4,13.6
https://ledsone.co.uk/collections/e27-b22-globe-bulb,globe light bulbs,1008,0,0,35.5
https://ledsone.co.uk/collections/hooks-and-rings/hooks-and-rings,ceiling hook for light,1000,10,1.0,10.6
https://ledsone.co.uk/blogs/new/kitchen-lighting-trends-2026,kitchen lighting trends 2026,997,21,2.11,6.2
https://ledsone.co.uk/collections/switch-wall-light,switched wall lights,981,2,0.2,24.0
https://ledsone.co.uk/collections/wall-lights-for-bedroom-lights,wall mounted lights,976,0,0,23.1
https://ledsone.co.uk/collections/ceiling-lights-for-office-lights,led lighting for offices,975,0,0,52.2
https://ledsone.co.uk/nl/collections/energy-saving-led-light-bulbs,energy saving light bulbs,927,0,0,26.4
https://ledsone.co.uk/collections/e27-led-bulbs,e27 tubular led,915,0,0,31.4
https://ledsone.co.uk/collections/3core-twisted,twisted cable,900,8,0.89,9.5
https://ledsone.co.uk/collections/2core-round,2 core,888,7,0.79,11.5
https://ledsone.co.uk/collections/ip67-waterproof-led-drivers,ip67 led driver,865,2,0.23,22.2
https://ledsone.co.uk/collections/lampshades/ceiling-lights-for-bedroom-lights,bedroom light shades,863,2,0.23,19.2
https://ledsone.co.uk/blogs/new/how-energy-saving-light-bulbs-save-both-energy-and-money,energy saving light bulbs,848,0,0,61.3
https://ledsone.co.uk/blogs/new/dimmable-led-bulbs-uk-what-you-need-to-know-before-you-buy,dimmable led,833,3,0.36,22.4
https://ledsone.co.uk/blogs/new/summer-house-lighting-ideas-2026,summer house lighting,829,4,0.48,16.0
https://ledsone.co.uk/pl/collections/ceiling-lights-for-flash-lights,ceiling mounted lights,804,0,0,40.0
https://ledsone.co.uk/collections/neon-flex,led neon,786,1,0.13,34.9
https://ledsone.co.uk/collections/ceiling-lighting/cafe-restaurants,restaurant ceiling light,782,1,0.13,54.9
https://ledsone.co.uk/blogs/new/best-light-bulbs-for-kitchen-lighting-2026,kitchen light bulbs,781,9,1.15,7.0
https://ledsone.co.uk/collections/waterproof-transformers,weatherproof converter,776,7,0.9,16.4
https://ledsone.co.uk/blogs/new/eco-friendly-led-bulbs-uk-save-energy-without-sacrificing-style,eco light bulbs,748,4,0.53,26.8
https://ledsone.co.uk/collections/easy-fit-lamp-shades,easy fit light pendant,737,3,0.41,26.1
https://ledsone.co.uk/pl/collections/weighing-scale,professional weighing scales,700,0,0,26.4
https://ledsone.co.uk/blogs/new/how-to-choose-the-best-led-driver-for-led-modules,best led driver,692,8,1.16,7.9
https://ledsone.co.uk/pl/collections/outdoor-wall-lights,outdoor lights for house,679,0,0,57.9
https://ledsone.co.uk/collections/vendor-products-shade-batch-3,metal lamp shade,678,0,0,15.4
https://ledsone.co.uk/blogs/new/conduit-lighting-uk-exposed-pipe-interiors,exposed lighting conduit,653,9,1.38,13.7
https://ledsone.co.uk/nl/blogs/new/led-light-bulbs-buying-guide,light bulb types uk,636,0,0,23.3
https://ledsone.co.uk/blogs/new/3-core-round-fabric-electrical-cable-braided-flex-cable-for-lighting,braided lighting cable,634,7,1.1,15.7
https://ledsone.co.uk/collections/glass-wall-lights,glass wall lights,618,0,0,41.1
https://ledsone.co.uk/collections/lampshades/metal-pendant-light,metal lamp shades,615,7,1.14,10.7
https://ledsone.co.uk/collections/bakelite-holders,bulb holder,612,7,1.14,14.7
https://ledsone.co.uk/blogs/new/the-ultimate-guide-to-choosing-and-styling-fabric-lighting-cable,what size cable for lighting uk,611,5,0.82,15.3
https://ledsone.co.uk/nl/blogs/new/types-of-lamp-fixtures,ceiling lights types,603,5,0.83,20.1
https://ledsone.co.uk/collections/multi-outlet-lighting,hallway pendant light,598,0,0,36.5
https://ledsone.co.uk/collections/b22-base-bulb/watt12,bayonet light bulb,570,0,0,48.9
https://ledsone.co.uk/collections/lampshades/lighting-set,pendant light shades,567,1,0.18,25.4
https://ledsone.co.uk/blogs/new/guide-led-retrofit-lighting-uk-2026,retrofit lighting,560,3,0.54,8.7
https://ledsone.co.uk/collections/bsell-06/products/25w-e27-light-bulb-energy-saving-lamp-warm-white-globe?variant=44035689447674&currency=GBP,warm white bulb,558,0,0,12.2
https://ledsone.co.uk/collections/bsell-06/products/vintage-retro-industrial-copper-wall-light-shade-modern-style-high-polished-wall-sconce?variant=42736593567994&currency=GBP,copper wall lights,556,0,0,5.9
https://ledsone.co.uk/collections/kitchen-items,kitchen gadgets,549,0,0,28.4
https://ledsone.co.uk/collections/pulley-wheel-pendant-light,adjustable pendant light pulley,544,16,2.94,6.6
https://ledsone.co.uk/collections/ceiling-roses,multi-drop pendant,544,2,0.37,21.9
https://ledsone.co.uk/collections/all/vintage-bulb,retro light bulbs,544,0,0,53.6
https://ledsone.co.uk/blogs/new/the-ultimate-guide-to-fabric-electrical-cables-for-lighting,fabric cable,536,2,0.37,13.0
https://ledsone.co.uk/collections/pipe-lighting-accessories,light tube fittings,535,7,1.31,13.5
https://ledsone.co.uk/pl/collections/white-board,whiteboard for home,533,1,0.19,31.3
https://ledsone.co.uk/collections/vintage-bulbs/vintage-bulb,led edison bulb,510,0,0,18.1
https://ledsone.co.uk/collections/dimmable-led-bulbs/b22-base-bulb,b22 dimmable led,507,1,0.2,20.4
https://ledsone.co.uk/blogs/new/collections-large-wall-clocks,best wall clock,504,0,0,17.4
https://ledsone.co.uk/blogs/new/small-kitchen-ideas-for-2025,small kitchen lighting ideas,501,5,1.0,8.9
https://ledsone.co.uk/pl-pl/collections/laundry-bags,laundry bag,495,0,0,24.9
https://ledsone.co.uk/collections/power-adapter-with-neon-flex-sales,plug-in power supply for neon flex,488,0,0,9.8
https://ledsone.co.uk/collections/lampshades/black-and-white,black and white lamp shade,487,1,0.21,18.0
https://ledsone.co.uk/collections/multi-outlet-lighting-deals,multi lighting sale,472,1,0.21,22.0
https://ledsone.co.uk/blogs/new/the-ultimate-guide-to-e27-ceramic-lamp-holders-high-heat-engineering-safe-installation,e27 ceramic lamp holder,472,6,1.27,5.6
https://ledsone.co.uk/blogs/new/the-e27-lamp-holder-material-guide-ceramic-vs-bakelite-sockets,e27 lamp holder,470,1,0.21,4.6
https://ledsone.co.uk/nl/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,bayonet cap bulb,468,1,0.21,4.5
https://ledsone.co.uk/collections/hooks-and-rings/accessories,ceiling hooks for lights,467,7,1.5,13.1
https://ledsone.co.uk/collections/vendor-products-ceiling-rose-fitting-batch-3,ceiling rose fitting,458,4,0.87,19.9
https://ledsone.co.uk/collections/lampshades/vintage-lighting,lamp shades for vintage lamps,443,1,0.23,10.6
https://ledsone.co.uk/pl/collections/led-panels,dimmable led panel,434,0,0,50.6
https://ledsone.co.uk/collections/conduit-accessories,metal conduit fittings,433,0,0,32.4
https://ledsone.co.uk/collections/pool-table-lights,pool table lights,420,4,0.95,27.2
https://ledsone.co.uk/blogs/new/single-vs-cluster-pendant-lights-which-works-best-in-each-room,what is the best type of pendant light for living rooms,405,5,1.23,8.0
https://ledsone.co.uk/blogs/new/biophilic-interior-lighting,biophilic lighting design,405,2,0.49,41.6
https://ledsone.co.uk/collections/lighting-trends-2026,ledsone official website,398,2,0.5,7.2
https://ledsone.co.uk/collections/led-bulbs/b22-base-bulb,e14 bayonet bulb,397,0,0,12.3
https://ledsone.co.uk/collections/vintage-lights-for-kitchen-lights,vintage kitchen lighting,396,0,0,12.5
https://ledsone.co.uk/collections/slim-transfomers,low voltage transformer,393,1,0.25,33.5
https://ledsone.co.uk/collections/cafe-restaurants/pendant-ceiling-lights,restaurant lighting,392,0,0,30.8
https://ledsone.co.uk/collections/glass-lights-for-cafe-restaurant,restaurant lighting,385,1,0.26,47.0
https://ledsone.co.uk/collections/wall-lights-for-cafe-restaurant,restaurant wall lights,373,2,0.54,31.8
https://ledsone.co.uk/collections/kitchen-lighting/modern-lighting,kitchen lighting,363,0,0,52.0
https://ledsone.co.uk/pl-pl/collections/kitchen-lights-for-over-table,kitchen pendant lighting,359,0,0,26.5
https://ledsone.co.uk/blogs/new/handles-guide-black-cabinet-pulls,birdcage handles,359,0,0,7.7
https://ledsone.co.uk/collections/ip20-led-power-supplies-1,led power supplies,356,1,0.28,30.7
https://ledsone.co.uk/collections/accessories,led accessories,354,0,0,27.3
https://ledsone.co.uk/collections/ceramic-holders,ceramic lamp holder,348,3,0.86,19.4
https://ledsone.co.uk/collections/lamp-spare-parts-sales,lighting parts & accessories,345,1,0.29,30.2
https://ledsone.co.uk/collections/constant-current-transformer,constant current power supply,336,5,1.49,10.5
https://ledsone.co.uk/blogs/new/conduit-lighting-uk-the-complete-buyers-guide-to-pipe-light-fittings-diy-systems-2026,conduit for lighting,335,8,2.39,5.5
https://ledsone.co.uk/collections/cage-pendant-light,caged lights,334,2,0.6,8.9
https://ledsone.co.uk/es/blogs/new/led-light-bulbs-buying-guide,led light bulbs for home,332,0,0,40.5
https://ledsone.co.uk/collections/clear-bag,clear storage bags,330,1,0.3,12.5
https://ledsone.co.uk/pl-pl/collections/bath-set,luxury bathroom accessories,322,1,0.31,27.1
https://ledsone.co.uk/blogs/new/best-wall-lights-for-hallways-uk,hallway wall lights,321,3,0.93,17.8
https://ledsone.co.uk/blogs/new/how-to-layer-lighting-in-the-living-room-using-pendant-lights,what is the best type of pendant light for living rooms,320,5,1.56,14.2
https://ledsone.co.uk/collections/wall-lights-for-home-office-lights,office wall lights,319,0,0,31.9
https://ledsone.co.uk/collections/b22-led-bulbs,led b22 light bulbs,316,0,0,36.3
https://ledsone.co.uk/blogs/new/10-stylish-pendant-lights-for-a-modern-kitchen,modern kitchen pendant lights,313,1,0.32,31.6
https://ledsone.co.uk/collections/hemp-rope-lights-any-rooms-offer,rope lamp,310,3,0.97,13.6
https://ledsone.co.uk/collections/bath-products,best toilet plunger uk,310,0,0,13.7
https://ledsone.co.uk/nl/collections/led-modules,led module,307,1,0.33,59.3
https://ledsone.co.uk/blogs/new/how-to-install-led-downlights-safely,downlight installation,307,1,0.33,20.4
https://ledsone.co.uk/es/blogs/new/understanding-3-core-electrical-cables-types-uses-and-color-codes,¿cómo se llaman los 3 cables?,299,1,0.33,9.7
https://ledsone.co.uk/collections/switches-and-sockets,led lights and sockets,296,1,0.34,35.2
https://ledsone.co.uk/collections/conduit-wall-lights-industrial-pipe-wall-sconces,industrial wall lights,292,7,2.4,36.0
https://ledsone.co.uk/collections/15-off-1,led space discount code,280,5,1.79,8.0
https://ledsone.co.uk/blogs/new/how-to-reduce-electricity-bills-with-energy-efficient-led-lighting,how to use lighting to cut electricity bills,277,2,0.72,10.5
https://ledsone.co.uk/blogs/new/living-room-lighting-uk-expert-tips-for-perfect-ambience,best lighting for living room,273,1,0.37,23.5
https://ledsone.co.uk/es/blogs/new/how-to-build-your-own-conduit-pipe-wall-light-br-nbsp-a-fun-diy-guide,como hacer una lampara de pared,270,2,0.74,7.9
https://ledsone.co.uk/blogs/new/the-ultimate-guide-to-using-pendant-lights-for-an-elegant-home,what is the best type of pendant light for living rooms,261,3,1.15,20.6
https://ledsone.co.uk/blogs/new/ceiling-lights-lighting-every-room-uk-2026,ceiling lighting trends 2026,260,1,0.38,7.1
https://ledsone.co.uk/collections/3core-round,braided cable,259,2,0.77,10.1
https://ledsone.co.uk/collections/conduit-lightings,light pipes uk,258,4,1.55,14.9
https://ledsone.co.uk/blogs/new/what-size-chandelier-do-you-need-a-room-by-room-guide,how do i choose the right chandelier for my home,256,0,0,9.9
https://ledsone.co.uk/blogs/new/how-to-select-your-perfect-wall-lights-in-2026,how to choose energy-efficient wall lights for home lighting?. my location is united kingdom.,254,2,0.79,7.6
https://ledsone.co.uk/collections/3-head-rectangle-or-round-ceiling-rose,classic ceiling rose,253,0,0,49.3
https://ledsone.co.uk/collections/conduit-lamp-holder,conduit lamp holder,250,9,3.6,14.4
https://ledsone.co.uk/blogs/new/3-pendant-lights-over-a-kitchen-island,three pendant lights over kitchen island,249,3,1.2,7.3
https://ledsone.co.uk/nl/blogs/new/wall-lighting-ideas-living-room,living room wall lighting,249,0,0,30.1
https://ledsone.co.uk/collections/single-outlet-ceiling-rose/all-ceiling-rose,ceiling roses for light fittings,244,1,0.41,11.5
https://ledsone.co.uk/collections/pendant-lights/office-lighting,office pendant light,241,0,0,23
https://ledsone.co.uk/pl/collections/wall-lights-for-bedroom-lights,wall lights uk,239,0,0,39.0
https://ledsone.co.uk/blogs/new/what-is-a-constant-current-led-driver-how-to-choose-the-right-one,constant current led driver,232,0,0,22.0
https://ledsone.co.uk/collections/constant-voltage-transformer,low voltage transformer,230,0,0,20.4
https://ledsone.co.uk/blogs/new/halloween-decoration-lighting-tips,halloween lights,228,1,0.44,18.3
https://ledsone.co.uk/blogs/new/the-industrial-lighting-blueprint-how-to-pair-wire-cage-pendant-lights-with-the-perfect-edison-bulbs,cage pendant light edison bulb uk buy,227,2,0.88,3.2
https://ledsone.co.uk/blogs/new/popular-colour-options-for-fabric-electrical-cable,coloured electrical cable,227,0,0,29.7
https://ledsone.co.uk/collections/lampshades/vintage-fittings-for-pendant-lights,light shade fittings,226,2,0.88,9.2
https://ledsone.co.uk/collections/vintage-bulbs/15-off,antique light bulbs,217,1,0.46,13.9
https://ledsone.co.uk/blogs/new/wire-cage-lighting-guide-styles-fittings-design-ideas,cage lighting,216,2,0.93,12.0
https://ledsone.co.uk/pl/collections/bath-set,luxury bathroom accessories,214,0,0,25.3
https://ledsone.co.uk/blogs/new/illuminate-your-space-with-stylish-pendant-lights,offset ceiling light,209,2,0.96,13.4
https://ledsone.co.uk/blogs/new/how-to-make-your-living-room-look-expensive-with-lighting,how to choose energy-efficient lighting for living rooms?. my location is united kingdom.,207,1,0.48,7.8
https://ledsone.co.uk/blogs/new/top-lighting-trends-to-watch-for-black-friday-2025-pendant-lights-wall-lights-shine-bright,black friday lighting sales,204,0,0,29.9
https://ledsone.co.uk/collections/shade-ring,ring for light fixture,200,1,0.5,10.6
https://ledsone.co.uk/collections/tapes,tape,200,0,0,30.2
https://ledsone.co.uk/blogs/new/light-solutions-for-windowless-rooms,light solutions for windowless rooms,197,3,1.52,6.9
https://ledsone.co.uk/collections/vintage-lighting/lighting-set,vintage lighting,196,0,0,62.5
https://ledsone.co.uk/collections/lamp-spares,lamp spares,194,1,0.52,42.1
https://ledsone.co.uk/blogs/new/how-to-build-your-own-conduit-pipe-wall-light-br-nbsp-a-fun-diy-guide,build your own light,194,3,1.55,15.2
https://ledsone.co.uk/collections/easy-fit-wire-cage,light cages,190,1,0.53,11.0
https://ledsone.co.uk/collections/plug-in-hanging-light,plug in chandelier,186,1,0.54,9.5
https://ledsone.co.uk/collections/diy-tools,diy light fittings,182,1,0.55,11.1
https://ledsone.co.uk/collections/swan-neck-wall-lights,swan neck over cabinet lights,180,1,0.56,24.9
https://ledsone.co.uk/collections/all/ceiling-lights-for-office-lights,home office ceiling lights,177,0,0,52.0
https://ledsone.co.uk/pl-pl/collections/decking-tiles,decking tiles,174,0,0,35.2
https://ledsone.co.uk/collections/electrician-essential-products-uk,lighting circuit uk,168,1,0.6,21.2
https://ledsone.co.uk/blogs/new/pendant-light-design-ideas,kitchen lighting ideas,168,2,1.19,8
https://ledsone.co.uk/blogs/new/types-of-pendant-holders-choosing-the-perfect-style-for-your-space,pendant holder types,166,2,1.2,11.5
https://ledsone.co.uk/collections/artificial-flower-pots,artificial flower pot,163,1,0.61,19.5
https://ledsone.co.uk/collections/vintage-bulbs/ceiling-lights,ceiling light bulbs,160,2,1.25,17.7
https://ledsone.co.uk/collections/dc-12v-driver,12v power supply for led,160,1,0.62,9.5
https://ledsone.co.uk/blogs/new/the-timeless-charm-of-a-vintage-lamp-a-guide-to-styles-decor-and-care,vintage lamp styles,160,2,1.25,9.4
https://ledsone.co.uk/nl/blogs/new/e27-bulb-guide,e27 vs b22,160,0,0,9.4
https://ledsone.co.uk/collections/easy-fit-metal-shade/lampshades,metal lampshades,159,0,0,18.2
https://ledsone.co.uk/collections/catalog_transformers/dc-5v-transformer,5v ac transformer,153,0,0,6.1
https://ledsone.co.uk/blogs/new/ledsone-new-arrivals-2026-discover-the-latest-lighting-trends,dunelm lampshades,152,0,0,10.4
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.core=Pendant+Light&variant=45380373840122,ceiling pendants,145,0,0,71.0
https://ledsone.co.uk/blogs/new/how-to-choose-the-perfect-pendant-light-for-your-dining-table,how do i choose the right size pendant light for my dining room?,145,2,1.38,16.2
https://ledsone.co.uk/collections/pipe-lighting/pipe-lighting-ideas,industrial pipe lighting uk,141,3,2.13,15.3
https://ledsone.co.uk/nl/collections/wall-lamp-collection-at-affordable-prices,wall lights price drop,141,0,0,37.6
