Product ID,Product Title,Product Handle,Product Status,Product URL,Image URL,Variant IDs,SKUs,Price (EUR),Stock Qty,Qty Sold 2026-06,Sales Status,Last Order Date
5479698727079,Vintage Deckenrosette 120x25mm Fur Pendelleuchte~1050,1-steckdose-franzosisch-gold-metall-decke-rose-120x25mm,ACTIVE,https://ledsone.de/products/1-steckdose-franzosisch-gold-metall-decke-rose-120x25mm,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/deckenrosette_lampe1.webp?v=1728284028,44688176382217; 44688176447753; 44688176480521; 44688176513289; 44688176546057; 44688176578825; 44688176611593,CRSF120FG-IDE; CRSF120RO-IDE; CRSF120CH-IDE; CRSF120YB-IDE; CRSF120GB-IDE; CRSF120BM-IDE; CRSF120WH-IDE,4.89-6.89,60,0,NO SALES,2026-02-12
8247641407753,Elektroverzinnung und AMP 12 polige Leiste mit doppelten Schraubklemmen~2559,10-x-champion-clamps-12-pin-lister-clamps-connecting-clamps,ACTIVE,https://ledsone.de/products/10-x-champion-clamps-12-pin-lister-clamps-connecting-clamps,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/connector.jpg?v=1686306373,44453152325897; 44453152358665; 44453152391433,CO125ACLAPK-IDE; CO1210ACLAPK-IDE; CO1230ACLAPK-IDE,7.99-16.39,91,0,NO SALES,NEVER (since 2023-01-01)
7455100600550,Ein Haken Deckenhalter deckenrosette lampe baldachin ~1686,100mm-frontbefestigung-farbe-deckenhaken-ring-single-point-drop-outlet-plate,ACTIVE,https://ledsone.de/products/100mm-frontbefestigung-farbe-deckenhaken-ring-single-point-drop-outlet-plate,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/Ceilingrose100mm.jpg?v=1637247983,42077434085606; 42077434118374; 42077434151142; 42077434183910; 42077434216678; 42077434249446,CRFF100CH+HKR10CH-IDE; CRFF100YB+HKR10YB-IDE; CRFF100GB+HKR10GB-IDE; CRFF100CO+HK10CO-IDE; CRFF100WH+HKR10WH-IDE; CRFF100BM+HKR10BM-IDE,5.64-7.89,34,0,NO SALES,2025-12-15
5480332558503,12V 100W LED Treiber IP20 Trafo Konstantspannung Netzteil ~1077,100w-kompakt-led-treiber-wechselstrom-230v-zu-dc12v-netzteil-transformator,ACTIVE,https://ledsone.de/products/100w-kompakt-led-treiber-wechselstrom-230v-zu-dc12v-netzteil-transformator,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/Konstantspannungs-LED-Treiber_100W.jpg?v=1756960771,35211893407911,12BO100-IDE,14.99,294,0,NO SALES,2026-07-05
5534565892263,"LED transformator 12v | 8,33A |100W |IP67~1314",100w-led-treiberschalter-netzteiltransformator-ip67-ultra-slim,ACTIVE,https://ledsone.de/products/100w-led-treiberschalter-netzteiltransformator-ip67-ultra-slim,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/IP67slimtransformer_6_1744086002_67f4a3f299812.jpg?v=1744086131,35379320389799,12SIP67100-IDE,20.89,29,0,NO SALES,2026-01-07
5520880697511,Montagebügel für Deckenleuchten 105 mm – Komplettset ~1288,105mm-klammer-riemen-klammer-platte-mit-zubehor-decke-rose-licht-befestigung,ACTIVE,https://ledsone.de/products/105mm-klammer-riemen-klammer-platte-mit-zubehor-decke-rose-licht-befestigung,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/105mm_Montageb_gel.jpg?v=1760508030,35331164078247,CBSF105,5.29,1027,0,NO SALES,2026-03-02
5479720059047,Industrie deckenrosette hakenplatte baldachin lampen~1068,108mm-durchmesser-decke-rose-hakenplatte-kupfer-farbe-leuchte-kronleuchter,ACTIVE,https://ledsone.de/products/108mm-durchmesser-decke-rose-hakenplatte-kupfer-farbe-leuchte-kronleuchter,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/108mmCeilingRose.webp?v=1699614173,44688353231113; 48457733832969; 44688353263881; 48457733865737; 44688353296649; 48457733898505; 44688353329417; 48457733931273; 44688353362185; 48457733964041; 44688353394953; 48457733996809; 44688353427721; 48457734029577; 44688353460489; 48457734062345,CRSF108CO+HKR10CO-IDE; CRSF108CO2PK+HKR10CO2PK-IDE; CRSF108GB+HKR10GB-IDE; CRSF108GB2PK+HKR10GB2PK-IDE; CRSF108CH+HKR10CH-IDE; CRSF108CH2PK+HKR10CH2PK-IDE; CRSF108FG+HKR10FG-IDE; CRSF108FG2PK+HKR10FG2PK-IDE; CRSF108RO+HKR10RO-IDE; CRSF108RO2PK+HKR10RO2PK-IDE; CRSF108YB+HKR10YB-IDE; CRSF108YB2PK+HKR10YB2PK-IDE; CRSF108BM+HKR10BM-IDE; CRSF108BM2PK+HKR10BM2PK-IDE; CRSF108WH+HKR10WH-IDE; CRSF108WH2PK+HKR10WH2PK-IDE,6.59-10.18,63,0,NO SALES,2026-04-18
5479718420647,Vintage Deckenbaldachin hakenplatte für Wandleuchte~1067,108mm-durchmesser-grun-messingfarben-decke-rose-hakenplatte-leuchte-kronleuchter,ACTIVE,https://ledsone.de/products/108mm-durchmesser-grun-messingfarben-decke-rose-hakenplatte-leuchte-kronleuchter,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/CRFF100GB_HKR10GB.jpg?v=1705660234,35210798825639,CRFF100GB+HKR10GB-IDE,5.69,0,0,NO SALES,2025-08-21
5520880402599,Deckenleuchtehalterung Zubehör-Deckenleuchten baldachin~2228,115mm-halterung-decke-rose-licht-befestigungsgurt-klammerplatte-mit-zubehor,ACTIVE,https://ledsone.de/products/115mm-halterung-decke-rose-licht-befestigungsgurt-klammerplatte-mit-zubehor,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/3_1734492268_6762406c05f00.jpg?v=1734492272,35331163390119,CBSF115-IDE,5.99,53,0,NO SALES,2026-05-29
7508068401382,"18W LED Treiber Konstantstrom 280mA, DC 34-68V Netzteil ~1774",12-18w-led-treiber-fur-beleuchtung-hochwertige-netzteile,ACTIVE,https://ledsone.de/products/12-18w-led-treiber-fur-beleuchtung-hochwertige-netzteile,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/18W_Konstantstrom_Netzteil_LED_Treiber.jpg?v=1757411686,48462280884489; 48462280917257,CCBC18-IDE; CCBC182PK-IDE,6.61-9.42,334,0,NO SALES,2026-04-12
7998061641993,Konstantstrom Transformator LED Treiber 12V-18W 300mA~2427,12-18w-led-treiber-konstantstrom-300-ma-36-54v-dc-nicht-dimmbar,ACTIVE,https://ledsone.de/products/12-18w-led-treiber-konstantstrom-300-ma-36-54v-dc-nicht-dimmbar,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/CCBKNWE18_1735816812_6776766c0883c.jpg?v=1735816816,43629475430665,CCBKNWE18-IDE,6.82,0,0,NO SALES,2026-05-25
8362591846665,12-Wege-Kabelverbinder und Klemmenblöcke 3-60 Ampere ~2731,12-wege-steckerleiste-3-ampere-60-ampere-klemmenanschluss-2731,ACTIVE,https://ledsone.de/products/12-wege-steckerleiste-3-ampere-60-ampere-klemmenanschluss-2731,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/Reihenklemme.webp?v=1749034129,44768185188617; 44768185221385; 44768185254153; 44768185286921; 44768185319689; 44768185352457; 44768185385225,CO123ACL-IDE; CO125ACL-IDE; CO126ACL-IDE; CO1210ACL-IDE; CO1215ACL-IDE; CO1230ACL-IDE; CO1260ACL-IDE,3.19-5.09,2438,0,NO SALES,2026-01-07
5514000400551,"LED Trafo 12V 60W 5A - Netzteil IP20, nicht wasserdicht~1207",12v-60w-led-treiber-ultra-slim-netzteil-transformator,ACTIVE,https://ledsone.de/products/12v-60w-led-treiber-ultra-slim-netzteil-transformator,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/LED_Trafo_12V_60W_5A.jpg?v=1748341228,35309183402151,12ASIP2060-IDE,10.71,72,0,NO SALES,2026-03-14
8418522890505,"LED Transformator 12V DC IP67 wasserdicht 29,16A | 350W ~2840",12v-dc-ip67-wasserdicht-29-16a-350w,ACTIVE,https://ledsone.de/products/12v-dc-ip67-wasserdicht-29-16a-350w,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/12IP67350.jpg?v=1773299527,44902997393673,12IP67150-IDE,27.32,0,0,NO SALES,2024-09-16
8418533671177,LED-Treiber 12V 200W 16.7A IP67 Wasserdichtes Netzteil Slim ~2841,12v-led-trafo-200w-ip67-schaltnetzteil-fur-led-streifen,ACTIVE,https://ledsone.de/products/12v-led-trafo-200w-ip67-schaltnetzteil-fur-led-streifen,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/IP67_LED_Treiber_Trafo_200W_12V-16_7A.webp?v=1747120472,44903027671305,12SIP67200,17.23,0,0,NO SALES,2026-03-05
8006337462537,12V LED Trafo 250W Schaltnetzteil für LED Streifen & Panels~2515,12v-led-trafo-250w-schaltnetzteil,ACTIVE,https://ledsone.de/products/12v-led-trafo-250w-schaltnetzteil,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/250W_12V_20.8A_LED_Trafo_IP20_Schaltnetzteil.jpg?v=1745303695,43660777554185,12MIP20250-IDE,24.19,62,0,NO SALES,2026-07-01
5480337408167,LED Treiber 12V 28W Konstantspannung Netzteil ~1080,12volt-dc-netzteil-led-trafo-28w-2-3a-hohe-qualitaet,ACTIVE,https://ledsone.de/products/12volt-dc-netzteil-led-trafo-28w-2-3a-hohe-qualitaet,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/Konstantspannungs-LED-Treiber_28W.jpg?v=1756960771,35211900223655,12BO28-IDE,8.63,4,1,1 SALE,2026-06-30
7749517705446,Globe B22 fassung für glühbirne groß energiesparlampe~2213,12w-b22-gluhbirne-energiesparlampe-warm-white-globe,ACTIVE,https://ledsone.de/products/12w-b22-gluhbirne-energiesparlampe-warm-white-globe,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/LDWWB2212.jpg?v=1650531742,42824890515686,LDWWB2212-IDE,4.69,0,0,NO SALES,NEVER (since 2023-01-01)
8012214599945,Retro B22 LED Glühbirne Nicht dimmbare  fur Deckenlampe  ~ 2547,12w-b22-schraub-led-gluhlampen-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-leuchten,DRAFT,https://ledsone.de/products/12w-b22-schraub-led-gluhlampen-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-leuchten,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/12W.jpg?v=1733134006,43681412546825,LDCWB2212-IDE,6.69,0,0,NO SALES,NEVER (since 2023-01-01)
8012212961545,"12 W E27 Schraub-LED-Licht GLS-Lampen, energiesparende Edison Cool White 6000 K nicht dimmbare Lichter ~ 2531",12w-e27-schraubbare-led-leuchtmittel-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-lichter,DRAFT,https://ledsone.de/products/12w-e27-schraubbare-led-leuchtmittel-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-lichter,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/LDCWE2712_6e8b06e0-ae40-44f8-a8ee-442bf650b6c3.jpg?v=1665155398,43681407959305,LDCWE2712-IDE,5.59,0,0,NO SALES,NEVER (since 2023-01-01)
5520879943847,Ledsone Montagehalterung 135mm Metall inkl. Zubehör ~1283,135mm-halterung-decke-rose-licht-befestigungsgurt-klammer-platte-mit-zubehor,ACTIVE,https://ledsone.de/products/135mm-halterung-decke-rose-licht-befestigungsgurt-klammer-platte-mit-zubehor,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/135mm_Lampen_Deckenhalterung_Metall.jpg?v=1751367380,35331162013863,CBSF135-IDE,5.99,42,0,NO SALES,2026-03-16
7456681427174,140 mm Deckenrosette Mit Kordelgriff Für Lampen~1688,140-mm-single-outlet-drop-metall-frontmontage-deckenrosette,ACTIVE,https://ledsone.de/products/140-mm-single-outlet-drop-metall-frontmontage-deckenrosette,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/Deckenrosette_Lampe_Mit_Kordelgriff.jpg?v=1738229603,42082480849126; 42082481307878; 42082480881894; 42082480914662; 42082480947430; 42082480980198; 42082481012966; 42082481045734; 42082481078502; 42082481111270; 42082481144038; 42082481176806; 42082481209574; 42082481242342; 42082481275110,CRFF140CO-IDE; CRFF140YB-IDE; CRFF140WH-IDE; CRFF140BY-IDE; CRFF140SN-IDE; CRFF140FG-IDE; CRFF140BS-IDE; CRFF140GL-IDE; CRFF140CH-IDE; CRFF140BB-IDE; CRFF140RR-IDE; CRFF140BM-IDE; CRFF140GD-IDE; CRFF140BC-IDE; CRFF140GB-IDE,5.49-6.89,25,0,NO SALES,2026-05-08
5534617895079,"LED Trafo 12V 150W 12,5A DC Wasserdicht LED Netzteil ~1315",150w-led-treiberschalter-netzteiltransformator-ip67-ultra-slim,ACTIVE,https://ledsone.de/products/150w-led-treiberschalter-netzteiltransformator-ip67-ultra-slim,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/7634-1_11zon_11zon.webp?v=1688737981,35379538362535,12SIP67150-IDE,38.48,0,0,NO SALES,2025-04-02
7749517508838,15W B22 Glühbirne Energiesparlampe Dimmbar Warm White Globe~2212,15w-b22-gluhbirne-energiesparlampe-warm-white-globe,ACTIVE,https://ledsone.de/products/15w-b22-gluhbirne-energiesparlampe-warm-white-globe,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/LDWWB2215.jpg?v=1650531740,42824890450150,LDWWB2215-IDE,5.89,0,0,NO SALES,NEVER (since 2023-01-01)
8012214272265,"15 W B22 Schraub-LED-Licht GLS-Lampen, energiesparende Edison Cool White 6000 K nicht dimmbare Lichter ~ 2543",15w-b22-schraubbare-led-leuchtmittel-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-lichter,DRAFT,https://ledsone.de/products/15w-b22-schraubbare-led-leuchtmittel-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-lichter,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/LDCWB2215.jpg?v=1665155665,43681411727625,LDCWB2215-IDE,6.59,0,0,NO SALES,NEVER (since 2023-01-01)
8012212568329,"15 Watt E27-LED-Licht GLS-Lampen, kaltweiß 6000K, nicht dimmbare Lichter ~ 2527",15w-e27-schraubbare-led-leuchtmittel-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-lichter,DRAFT,https://ledsone.de/products/15w-e27-schraubbare-led-leuchtmittel-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-lichter,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/15_Watt_E27_Gl_hbirne.jpg?v=1742989555,43681407566089,LDCWE2715-IDE,5.69,0,0,NO SALES,2025-05-15
5520879616167,Universal Lampen-Montagebügel Set 16.5cm Deckenhalterung ~1280,165mm-halterung-licht-befestigungsgurt-klammer-decken-rosenplatte-mit-zubehor,ACTIVE,https://ledsone.de/products/165mm-halterung-licht-befestigungsgurt-klammer-decken-rosenplatte-mit-zubehor,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/Profi_Halterungen_f_r_Deckenrosetten.jpg?v=1754296643,35331161587879,CBSF165,5.59,349,0,NO SALES,2026-01-13
15119497756937,Schwarzes Stahlrohr 16mm | Nahtlos | für Industrial Lampe ~3207,16mm-diameter-round-seamless-steel-black-conduit-pipe-female-thread,ACTIVE,https://ledsone.de/products/16mm-diameter-round-seamless-steel-black-conduit-pipe-female-thread,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/1745310347_6807528b75596.webp?v=1745310354,55315548569865; 55315548602633; 55315548635401; 55315548668169,PC16FT200BA; PC16FT300BA; PC16FT500BA; PC16FT800BA,10.87-12.62,1278,0,NO SALES,2025-11-23
7998061412617,LED Treiber Konstantstrom 18-25W für LED Beleuchtung ~2424,18-25w-led-treiber-konstantstrom-300-ma-54-87v-dc-nicht-dimmbar,ACTIVE,https://ledsone.de/products/18-25w-led-treiber-konstantstrom-300-ma-54-87v-dc-nicht-dimmbar,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/LED_Treiber_Konstantstrom_18-25W.jpg?v=1768806648,43629475201289,CCBKNWE25,6.76,38,1,1 SALE,2026-06-08
7749517476070,18W B22 Glühbirne Energiesparlampe Warm White Globe~2211,18w-b22-gluhbirne-energiesparlampe-warm-white-globe,ACTIVE,https://ledsone.de/products/18w-b22-gluhbirne-energiesparlampe-warm-white-globe,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/LDWWB2218.jpg?v=1650531739,42824890417382,LDWWB2218-IDE,4.99,0,0,NO SALES,NEVER (since 2023-01-01)
8012214075657,"18 W B22 Schraub-LED-Licht GLS-Lampen, energiesparende Edison Cool White 6000 K nicht dimmbare Lichter ~ 2542",18w-b22-schraubbare-led-leuchtmittel-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-lichter,DRAFT,https://ledsone.de/products/18w-b22-schraubbare-led-leuchtmittel-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-lichter,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/LDCWB2218.jpg?v=1665155645,43681411563785,LDCWB2218-IDE,6.99,0,0,NO SALES,NEVER (since 2023-01-01)
8012212338953,"LED 18 Watt E27 Glühbirne für Wohnzimmer,Schlafzimmer ~ 2526",18w-e27-schraubbare-led-leuchtmittel-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-lichter,ACTIVE,https://ledsone.de/products/18w-e27-schraubbare-led-leuchtmittel-gls-birnen-energiesparende-edison-kaltweisse-6000k-nicht-dimmbare-lichter,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/18_Watt_E27_Gl_hbirne.jpg?v=1734073990,43681407041801,LDCWE2718-IDE,6.29,0,0,NO SALES,NEVER (since 2023-01-01)
5480339964071,18W Transformator 12V Konstantspannung LED-Treiber ~1081,18w-kompakt-led-treiber-wechselstrom-230v-zu-dc12v-netzteil-transformator,ACTIVE,https://ledsone.de/products/18w-kompakt-led-treiber-wechselstrom-230v-zu-dc12v-netzteil-transformator,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/Konstantspannungs-LED-Treiber_18W.jpg?v=1756960771,35211903402151,12BO18-IDE,6.39,0,0,NO SALES,2026-04-24
15470050574601,Ledsone IP54 Außenwandleuchte 18W mit Sensor Wasserdicht~3497,18w-led-modern-ip54-curved-wall-light-with-pir-motion-sensor-4493,ACTIVE,https://ledsone.de/products/18w-led-modern-ip54-curved-wall-light-with-pir-motion-sensor-4493,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/1768732693_696cb81584caa.webp?v=1768732701,56759682924809; 56759682957577,WLHSBMCY18; WLHSBMCY182PK,19.62-37.28,0,0,NO SALES,2026-04-26
5520879222951,Deckenleuchtenhalter 195mm Deckenplatte mit Zubehör ~1277,195mm-halterung-licht-befestigungsgurt-klammer-platte-mit-zubehor-deckenrose,ACTIVE,https://ledsone.de/products/195mm-halterung-licht-befestigungsgurt-klammer-platte-mit-zubehor-deckenrose,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/Moderne_Halterungen_f_r_Deckenrosetten.jpg?v=1753185946,35331160899751,CBSF195-IDE,6.99,294,0,NO SALES,2026-04-05
6553840386215,3-Adriges Gedrehtes Gelbes Kabel E27 Fassung fur pendelleuchte~1433,1m-3-core-twisted-cable-e27-base-gelber-messinghalter,ACTIVE,https://ledsone.de/products/1m-3-core-twisted-cable-e27-base-gelber-messinghalter,https://cdn.shopify.com/s/files/1/0414/9864/0551/products/Textilkabel_3-adrig_Gedreht.jpg?v=1730193356,39336355102887,PHSF1GDTYB-IDE,15.09,0,0,NO SALES,2025-01-01
8369273700617,"Vintage Lampe mit Textilkabel,  geflochten, Rot & Weiß~2751",1m-5m-10m-2-adriges-elektrisches-gedrehtes-kabel-mit-stoffummantelung-2751,ACTIVE,https://ledsone.de/products/1m-5m-10m-2-adriges-elektrisches-gedrehtes-kabel-mit-stoffummantelung-2751,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/3640-16_1_0575182d-0aac-4419-993a-2231ca4fa24c.webp?v=1701232345,44787676184841; 44787676217609; 44787676250377,CL2TRW-IDE; CL2TRW5PK-IDE; CL2TRWAPK-IDE,3.55-19.03,43,0,NO SALES,NEVER (since 2023-01-01)
8369420566793,"Vintage Netzkabel rosa, verdrilltes Stoff Lampenkabel~2756",1m-5m-10m-2-adriges-elektrisches-gedrehtes-kabel-mit-stoffummantelung-2756,ACTIVE,https://ledsone.de/products/1m-5m-10m-2-adriges-elektrisches-gedrehtes-kabel-mit-stoffummantelung-2756,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/1629-4_bb4302e6-efce-4f4b-a3ef-d795295a5020.webp?v=1701248780,44788083720457; 44788083753225; 44788083785993,CL2TRS-IDE; CL2TRS5PK-IDE; CL2TRSAPK-IDE,3.99-23.79,44,0,NO SALES,2024-04-19
8369422860553,2-adrig verdrilltes Stoffkabel für Lampen~2757,1m-5m-10m-2-adriges-elektrisches-gedrehtes-kabel-mit-stoffummantelung-2757,ACTIVE,https://ledsone.de/products/1m-5m-10m-2-adriges-elektrisches-gedrehtes-kabel-mit-stoffummantelung-2757,https://cdn.shopify.com/s/files/1/0414/9864/0551/files/1640-3_5f265348-fc28-45a6-ba32-52ec53fc8b56.webp?v=1701249015,44788090241289; 44788090274057; 44788090306825,CL2TIV-IDE; CL2TIV5PK-IDE; CL2TIVAPK-IDE,3.12-19.03,87,0,NO SALES,2026-01-26
